λ,LB,n1,tc_bps,label,Ann.Ret,Sharpe,CVaR(5%),MDD,MDD_abs,Calmar,HHI,Turnover
0.5,504,0.4,20,"DFL-MDD (LB=504, n1=0.4)",0.09030284637975661,0.5319777812111444,0.027762115669018178,0.34069028148563085,0.36685978639926564,0.26505847469282573,0.5146132933843822,0.9301001424586256
0.5,504,0.4,40,"DFL-MDD (LB=504, n1=0.4)",0.06639883484439024,0.4206258959786097,0.02787119416259572,0.34137171465739513,0.3674782757708399,0.19450596512244236,0.5146132933843822,0.9301001424586256
0.5,1260,0.1,0,"DFL-MDD (LB=1260, n1=0.1)",0.07701992223863141,0.5010225151087156,0.025720763558057042,0.3216040384450765,0.3454896845299784,0.23948680056092075,0.30766593483307575,0.7429182059113508
0.5,1260,0.1,5,"DFL-MDD (LB=1260, n1=0.1)",0.07227967139113889,0.4766144792189071,0.02574263140009278,0.3218987677971749,0.34579053936341475,0.22454162177541295,0.30766593483307575,0.7429182059113508
0.5,1260,0.1,10,"DFL-MDD (LB=1260, n1=0.1)",0.06755838045449258,0.45218251805404314,0.025764499242128015,0.3221934971492711,0.3460913941968514,0.209682631807509,0.30766593483307575,0.7429182059113508
0.5,1260,0.1,20,"DFL-MDD (LB=1260, n1=0.1)",0.058172405262126414,0.40326214585947684,0.025808234926196782,0.32278295585345534,0.3466931038637242,0.1802214280190022,0.30766593483307575,0.7429182059113508
0.5,1260,0.1,40,"DFL-MDD (LB=1260, n1=0.1)",0.03962498249237001,0.3053031515119497,0.02589570629432723,0.32396187326179315,0.34789652319747033,0.12231372192405414,0.30766593483307575,0.7429182059113508
0.5,1260,0.2,0,"DFL-MDD (LB=1260, n1=0.2)",0.08792920561885498,0.5650492735493615,0.026103607365666654,0.35402488749073485,0.3831160987462745,0.248370125098392,0.4300283454836757,0.7760460157314968
0.5,1260,0.2,5,"DFL-MDD (LB=1260, n1=0.2)",0.08292762771460982,0.539069489541028,0.026121834821191313,0.3591465208586244,0.38574648522539184,0.23090193799806713,0.4300283454836757,0.7760460157314968
0.5,1260,0.2,10,"DFL-MDD (LB=1260, n1=0.2)",0.07794646168209507,0.5130428039587194,0.026144227071177376,0.3642297017416166,0.3883768717045098,0.21400358424363117,0.4300283454836757,0.7760460157314968
0.5,1260,0.2,20,"DFL-MDD (LB=1260, n1=0.2)",0.06804507214949873,0.46087172974070156,0.026190227748125357,0.37428179709489134,0.39578106194701895,0.1818017137340696,0.4300283454836757,0.7760460157314968
0.5,1260,0.2,40,"DFL-MDD (LB=1260, n1=0.2)",0.048484024444256146,0.35622107504159556,0.02630304088453963,0.3939364572991219,0.42728883209025076,0.1230757487244546,0.4300283454836757,0.7760460157314968
0.5,1260,0.3,0,"DFL-MDD (LB=1260, n1=0.3)",0.0706101012674829,0.46401873336381133,0.026401620764541292,0.3013752229636521,0.32501810270934284,0.23429298715963012,0.45903076532761866,0.8295259140937453
0.5,1260,0.3,5,"DFL-MDD (LB=1260, n1=0.3)",0.0653497460713417,0.4371433838090123,0.026422142685773062,0.3061739746757231,0.325291143841024,0.21343991147259114,0.45903076532761866,0.8295259140937453
0.5,1260,0.3,10,"DFL-MDD (LB=1260, n1=0.3)",0.060112432399985094,0.41023508068014336,0.026443413584601682,0.31365888232132205,0.3255641849727051,0.19164906772587142,0.45903076532761866,0.8295259140937453
0.5,1260,0.3,20,"DFL-MDD (LB=1260, n1=0.3)",0.04970657300411552,0.3563441511396397,0.026488597656358217,0.32839939361218057,0.3410354617842736,0.15136012415321295,0.45903076532761866,0.8295259140937453
0.5,1260,0.3,40,"DFL-MDD (LB=1260, n1=0.3)",0.02916744648774805,0.2484372295438594,0.026602915495700017,0.35698381928139233,0.3839426021296528,0.08170523397472618,0.45903076532761866,0.8295259140937453
0.5,1260,0.4,0,"DFL-MDD (LB=1260, n1=0.4)",0.10621752723007316,0.6368859647496444,0.026289787400997907,0.30256000552979306,0.3385073591828993,0.3510626826205146,0.5163280554084415,1.0111671507039597
0.5,1260,0.4,5,"DFL-MDD (LB=1260, n1=0.4)",0.09959516858059225,0.604442791460373,0.02629699089057027,0.3070800008424489,0.3448513934575985,0.32432971302243085,0.5163280554084415,1.0111671507039597
0.5,1260,0.4,10,"DFL-MDD (LB=1260, n1=0.4)",0.0930080361340333,0.5719441519206976,0.02630419438014166,0.3115735963235191,0.3511954277322967,0.2985106478907421,0.5163280554084415,1.0111671507039597
0.5,1260,0.4,20,"DFL-MDD (LB=1260, n1=0.4)",0.07993879178567465,0.5068248801661839,0.026334458261461722,0.32048213847647317,0.36388349628169425,0.24943290799527576,0.5163280554084415,1.0111671507039597
0.5,1260,0.4,40,"DFL-MDD (LB=1260, n1=0.4)",0.0542158160818873,0.3764095176575438,0.026457755341857556,0.33798844681764617,0.38925963338048797,0.16040730556419716,0.5163280554084415,1.0111671507039597
0.7,252,0.1,0,"DFL-MDD (LB=252, n1=0.1)",0.07663234890399573,0.4872032686266073,0.026830580212072058,0.3819418251216718,0.40497109613990934,0.20063879848592064,0.2601992953102539,0.8749008126730021
0.7,252,0.1,5,"DFL-MDD (LB=252, n1=0.1)",0.07105382574223951,0.45956310432957226,0.02685215527171816,0.3900543730927071,0.4182075093646261,0.18216389976772607,0.2601992953102539,0.8749008126730021
0.7,252,0.1,10,"DFL-MDD (LB=252, n1=0.1)",0.06550129380305214,0.4318894465929526,0.02687373033136335,0.39806503196327614,0.43144392258934255,0.16454922820912363,0.2601992953102539,0.8749008126730021
0.7,252,0.1,20,"DFL-MDD (LB=252, n1=0.1)",0.054473772178394775,0.3764663793159672,0.026916880450650903,0.41378555842213643,0.4579167490387746,0.13164734983248713,0.2601992953102539,0.8749008126730021
0.7,252,0.1,40,"DFL-MDD (LB=252, n1=0.1)",0.03272590011979748,0.26549079337334114,0.027015692473230227,0.4440568034689513,0.5108624019376411,0.07369755368406586,0.2601992953102539,0.8749008126730021
0.7,252,0.2,0,"DFL-MDD (LB=252, n1=0.2)",0.10494464941040293,0.5564099651097754,0.032870200390854296,0.4447848206537245,0.505169990743918,0.23594476365575062,0.3672485168369262,0.9631635726737856
0.7,252,0.2,5,"DFL-MDD (LB=252, n1=0.2)",0.09864334454059986,0.530956741830201,0.03288822065464129,0.4457796876582815,0.5067682754035747,0.2212827260852854,0.3672485168369262,0.9631635726737856
