x_max,lam,group,label,Ann.Ret(%),Sharpe,MDD(%),MDD_abs(%),Calmar,HHI,MaxW,nActive,Turnover
1.0,0.7,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.99,0.2242,77.47,116.35,0.0257,0.7293,1.0,1.99,0.0882
1.0,0.7,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,36.02,39.18,0.2086,0.1865,0.3826,7.82,0.0803
1.0,0.7,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,37.39,40.7,0.1531,0.186,0.3097,7.59,0.0545
1.0,0.7,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
1.0,0.7,Benchmark,GMV (LB=252),7.91,0.5268,34.81,37.83,0.2274,0.1792,0.3623,8.19,0.0797
1.0,0.7,Benchmark,hist-MVO (LB=252),11.5,0.6811,33.62,36.7,0.342,0.2261,0.4886,6.85,0.2701
1.0,0.7,Benchmark,GMV (LB=504),6.41,0.4388,36.14,39.3,0.1774,0.1838,0.2967,7.91,0.0531
1.0,0.7,Benchmark,hist-MVO (LB=504),7.73,0.4935,33.61,36.44,0.2299,0.1979,0.4077,7.27,0.1495
1.0,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",5.97,0.3938,42.34,47.65,0.141,0.305,0.8334,5.09,0.618
1.0,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",13.83,0.786,31.29,33.67,0.442,0.3355,0.7865,4.67,0.5483
1.0,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",12.45,0.6826,26.05,28.38,0.4778,0.4881,1.0,3.16,0.7049
1.0,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",7.28,0.424,34.53,37.75,0.2109,0.4756,1.0,3.22,0.7295
1.0,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.75,0.5243,38.51,41.59,0.2272,0.3064,0.8074,5.44,0.4653
1.0,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.84,0.4585,40.12,44.4,0.1954,0.3173,0.8436,5.07,0.6211
1.0,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",10.43,0.5348,46.1,50.38,0.2263,0.4521,1.0,3.7,0.7976
1.0,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.14,0.4826,37.02,40.01,0.2198,0.4832,1.0,3.3,0.8496
1.0,1.0,DFL-MVO,DFL-MVO (LB=252),-0.09,0.1417,60.19,73.29,-0.0015,1.0,1.0,1.0,0.5376
1.0,1.0,DFL-MVO,DFL-MVO (LB=504),12.95,0.5665,43.92,48.48,0.2949,1.0,1.0,1.0,0.5376
1.0,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.46,0.1703,77.47,116.35,0.0059,0.7131,1.0,1.69,0.0758
1.0,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.65,0.2112,77.47,116.35,0.0213,0.8027,1.0,1.53,0.0707
1.0,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.51,0.14,77.47,116.35,-0.0066,0.7263,1.0,1.83,0.0848
1.0,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.17,0.1539,77.47,116.35,-0.0022,0.7347,1.0,1.8,0.0892
1.0,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",6.09,0.3431,77.47,116.35,0.0786,0.7402,1.0,1.59,0.0815
1.0,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.45,0.2401,77.47,116.35,0.0317,0.8189,1.0,1.82,0.0885
1.0,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",3.01,0.2561,77.47,116.35,0.0388,0.8231,1.0,1.86,0.0951
1.0,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.99,0.2242,77.47,116.35,0.0257,0.7293,1.0,1.99,0.0882
1.0,1.0,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,36.02,39.18,0.2086,0.1865,0.3826,7.82,0.0803
1.0,1.0,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,37.39,40.7,0.1531,0.186,0.3097,7.59,0.0545
1.0,1.0,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
1.0,1.0,Benchmark,GMV (LB=252),7.91,0.5268,34.81,37.83,0.2274,0.1792,0.3623,8.19,0.0797
1.0,1.0,Benchmark,hist-MVO (LB=252),11.5,0.6811,33.62,36.7,0.342,0.2261,0.4886,6.85,0.2701
1.0,1.0,Benchmark,GMV (LB=504),6.41,0.4388,36.14,39.3,0.1774,0.1838,0.2967,7.91,0.0531
1.0,1.0,Benchmark,hist-MVO (LB=504),7.73,0.4935,33.61,36.44,0.2299,0.1979,0.4077,7.27,0.1495
