H,lam,tc_bps,group,label,Ann.Ret(%),Sharpe,CVaR(5%)(%),MDD(%),MDD_abs(%),Calmar,HHI,Turnover
126,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.44,0.4747,2.7,32.11,34.6,0.2318,0.4072,0.8553
126,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",0.86,0.138,2.7,36.89,40.07,0.0233,0.5234,0.8398
126,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.24,0.4882,2.63,30.33,32.53,0.2389,0.5593,0.9945
126,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.13,0.5013,3.43,52.52,67.01,0.1739,0.8616,0.0418
126,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",9.37,0.5129,3.39,50.88,63.37,0.1841,0.8801,0.0395
126,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.66,0.4807,3.47,43.71,49.72,0.1982,0.8809,0.0545
126,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",7.45,0.4355,3.37,47.42,55.52,0.1571,0.8878,0.0383
126,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",2.47,0.2228,3.82,69.85,108.76,0.0354,0.85,0.0548
126,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-3.54,-0.0027,4.26,81.8,152.77,-0.0432,0.9011,0.0479
126,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",0.0,0.1226,3.88,74.79,125.05,0.0,0.818,0.0558
126,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-0.15,0.1237,3.97,75.39,126.89,-0.002,0.8404,0.0559
126,0.3,5,PTO-MVO,PTO-MVO (LB=252),6.44,0.4476,2.54,37.74,40.94,0.1705,0.1223,0.1354
126,0.3,5,PTO-MVO,PTO-MVO (LB=504),5.88,0.4135,2.56,38.87,42.47,0.1514,0.1188,0.0852
126,0.3,5,DFL-MVO,DFL-MVO (LB=252),10.74,0.6283,2.77,30.72,35.44,0.3495,1.0,0.4946
126,0.3,5,DFL-MVO,DFL-MVO (LB=504),4.0,0.2856,3.39,40.79,47.39,0.0981,1.0,0.5161
126,0.3,5,Benchmark,EW,10.01,0.5507,3.14,42.38,47.66,0.2362,0.0333,0.0367
126,0.3,5,Benchmark,GMV (LB=252),7.1,0.4914,2.5,35.43,38.36,0.2004,0.1123,0.1352
126,0.3,5,Benchmark,hist-MVO (LB=252),12.56,0.7117,2.88,35.32,38.37,0.3555,0.1718,0.4051
126,0.3,5,Benchmark,GMV (LB=504),6.36,0.4447,2.53,36.34,39.41,0.175,0.1137,0.0841
126,0.3,5,Benchmark,hist-MVO (LB=504),8.42,0.5282,2.78,34.71,37.7,0.2426,0.1423,0.2351
126,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",4.61,0.3367,2.7,31.86,34.28,0.1447,0.2863,0.7949
126,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.35,0.4582,2.75,39.83,42.75,0.1845,0.4074,0.808
126,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",7.08,0.4414,2.82,39.14,42.04,0.1809,0.5838,0.7353
126,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",6.12,0.4097,2.83,36.01,39.27,0.1699,0.691,0.7159
126,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",5.08,0.3551,2.74,40.53,44.14,0.1253,0.2894,0.7366
126,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",6.9,0.4478,2.7,32.14,34.63,0.2147,0.4072,0.8553
126,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",0.36,0.1103,2.7,37.72,41.37,0.0095,0.5234,0.8398
126,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",6.61,0.4543,2.63,30.37,32.57,0.2177,0.5593,0.9945
126,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.1,0.5002,3.43,52.57,67.14,0.1732,0.8616,0.0418
126,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",9.34,0.5118,3.39,50.94,63.49,0.1834,0.8801,0.0395
126,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.63,0.4793,3.47,43.78,49.84,0.1971,0.8809,0.0545
126,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",7.43,0.4345,3.37,47.47,55.62,0.1564,0.8878,0.0383
126,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",2.44,0.2214,3.82,69.87,108.85,0.0349,0.85,0.0548
126,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-3.56,-0.0037,4.26,81.81,152.84,-0.0435,0.9011,0.0479
126,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",-0.03,0.1213,3.88,74.82,125.15,-0.0004,0.818,0.0558
126,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-0.19,0.1224,3.97,75.41,126.97,-0.0025,0.8404,0.0559
126,0.3,10,PTO-MVO,PTO-MVO (LB=252),6.35,0.443,2.54,37.76,40.96,0.1682,0.1223,0.1354
126,0.3,10,PTO-MVO,PTO-MVO (LB=504),5.83,0.4107,2.56,38.88,42.48,0.15,0.1188,0.0852
126,0.3,10,DFL-MVO,DFL-MVO (LB=252),10.41,0.6127,2.78,31.13,36.01,0.3344,1.0,0.4946
126,0.3,10,DFL-MVO,DFL-MVO (LB=504),3.68,0.2722,3.39,41.32,48.29,0.0891,1.0,0.5161
126,0.3,10,Benchmark,EW,9.99,0.5497,3.14,42.39,47.67,0.2356,0.0333,0.0367
126,0.3,10,Benchmark,GMV (LB=252),7.02,0.4867,2.5,35.44,38.37,0.198,0.1123,0.1352
126,0.3,10,Benchmark,hist-MVO (LB=252),12.29,0.6992,2.88,35.33,38.38,0.3477,0.1718,0.4051
126,0.3,10,Benchmark,GMV (LB=504),6.31,0.4418,2.53,36.34,39.42,0.1736,0.1137,0.0841
126,0.3,10,Benchmark,hist-MVO (LB=504),8.27,0.5208,2.78,34.72,37.71,0.2382,0.1423,0.2351
126,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",3.63,0.2854,2.7,31.9,34.31,0.1137,0.2863,0.7949
126,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",6.33,0.4095,2.76,39.91,42.82,0.1585,0.4074,0.808
126,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.15,0.3977,2.82,39.34,42.38,0.1563,0.5838,0.7353
126,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.22,0.3645,2.84,36.19,39.51,0.1442,0.691,0.7159
126,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",4.16,0.3092,2.74,40.6,44.2,0.1026,0.2894,0.7366
126,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",5.82,0.3939,2.7,32.2,34.69,0.1807,0.4072,0.8553
126,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",-0.64,0.0551,2.7,39.36,43.95,-0.0163,0.5234,0.8398
126,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",5.36,0.3864,2.63,30.47,32.66,0.1759,0.5593,0.9945
126,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.05,0.498,3.43,52.69,67.38,0.1718,0.8616,0.0418
126,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",9.29,0.5097,3.39,51.06,63.74,0.182,0.8801,0.0395
126,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.56,0.4764,3.47,43.91,50.09,0.1949,0.8809,0.0545
126,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",7.38,0.4324,3.37,47.56,55.8,0.1551,0.8878,0.0383
126,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",2.37,0.2188,3.82,69.93,109.03,0.0339,0.85,0.0548
126,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-3.62,-0.0059,4.26,81.84,152.96,-0.0442,0.9011,0.0479
126,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",-0.1,0.1186,3.89,74.87,125.34,-0.0013,0.818,0.0558
126,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-0.25,0.1198,3.97,75.44,127.12,-0.0033,0.8404,0.0559
126,0.3,20,PTO-MVO,PTO-MVO (LB=252),6.18,0.4337,2.54,37.79,41.0,0.1635,0.1223,0.1354
126,0.3,20,PTO-MVO,PTO-MVO (LB=504),5.72,0.4049,2.56,38.9,42.51,0.1472,0.1188,0.0852
126,0.3,20,DFL-MVO,DFL-MVO (LB=252),9.76,0.5815,2.79,31.96,37.16,0.3055,1.0,0.4946
126,0.3,20,DFL-MVO,DFL-MVO (LB=504),3.05,0.2453,3.39,42.37,50.08,0.0719,1.0,0.5161
126,0.3,20,Benchmark,EW,9.94,0.5477,3.14,42.39,47.68,0.2345,0.0333,0.0367
126,0.3,20,Benchmark,GMV (LB=252),6.84,0.4772,2.5,35.46,38.39,0.193,0.1123,0.1352
126,0.3,20,Benchmark,hist-MVO (LB=252),11.75,0.6742,2.88,35.37,38.42,0.3321,0.1718,0.4051
126,0.3,20,Benchmark,GMV (LB=504),6.2,0.4361,2.53,36.35,39.43,0.1706,0.1137,0.0841
126,0.3,20,Benchmark,hist-MVO (LB=504),7.97,0.5058,2.78,34.73,37.73,0.2294,0.1423,0.2351
126,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",1.68,0.1828,2.71,32.16,34.61,0.0523,0.2863,0.7949
126,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",4.3,0.3118,2.76,40.06,42.96,0.1073,0.4074,0.808
126,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",4.31,0.3102,2.84,39.82,43.09,0.1081,0.5838,0.7353
126,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",3.44,0.2738,2.85,36.56,40.0,0.094,0.691,0.7159
126,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",2.35,0.2174,2.75,40.72,44.33,0.0578,0.2894,0.7366
126,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",3.68,0.2859,2.71,32.31,34.81,0.114,0.4072,0.8553
126,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",-2.61,-0.0554,2.71,42.5,49.13,-0.0614,0.5234,0.8398
126,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",2.89,0.2505,2.65,30.65,32.85,0.0943,0.5593,0.9945
126,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",8.94,0.4936,3.43,52.91,67.87,0.169,0.8616,0.0418
126,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",9.19,0.5055,3.39,51.29,64.24,0.1791,0.8801,0.0395
126,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.42,0.4706,3.47,44.17,50.57,0.1905,0.8809,0.0545
126,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",7.28,0.4283,3.37,47.75,56.17,0.1525,0.8878,0.0383
126,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",2.24,0.2136,3.82,70.03,109.4,0.0319,0.85,0.0548
126,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-3.73,-0.0102,4.26,81.89,153.21,-0.0455,0.9011,0.0479
126,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",-0.23,0.1131,3.89,74.97,125.74,-0.0031,0.818,0.0558
126,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-0.38,0.1147,3.97,75.52,127.42,-0.0051,0.8404,0.0559
126,0.3,40,PTO-MVO,PTO-MVO (LB=252),5.84,0.4151,2.54,37.86,41.09,0.1542,0.1223,0.1354
126,0.3,40,PTO-MVO,PTO-MVO (LB=504),5.51,0.3934,2.56,38.93,42.56,0.1415,0.1188,0.0852
126,0.3,40,DFL-MVO,DFL-MVO (LB=252),8.47,0.5187,2.83,33.58,39.44,0.2523,1.0,0.4946
126,0.3,40,DFL-MVO,DFL-MVO (LB=504),1.78,0.1915,3.39,44.42,53.65,0.0402,1.0,0.5161
126,0.3,40,Benchmark,EW,9.84,0.5437,3.14,42.41,47.7,0.2321,0.0333,0.0367
126,0.3,40,Benchmark,GMV (LB=252),6.5,0.4582,2.5,35.49,38.41,0.1832,0.1123,0.1352
126,0.3,40,Benchmark,hist-MVO (LB=252),10.67,0.6241,2.89,35.43,38.48,0.3012,0.1718,0.4051
126,0.3,40,Benchmark,GMV (LB=504),5.99,0.4245,2.53,36.37,39.44,0.1647,0.1137,0.0841
126,0.3,40,Benchmark,hist-MVO (LB=504),7.37,0.4757,2.79,34.77,37.76,0.2118,0.1423,0.2351
126,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",5.64,0.4009,2.58,30.42,32.74,0.1852,0.2791,0.6595
126,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",10.94,0.6702,2.67,27.42,29.43,0.399,0.3903,0.8399
126,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",4.27,0.3119,2.79,32.85,35.87,0.13,0.5003,0.7064
126,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.38,0.3614,2.88,34.68,37.42,0.155,0.6592,0.8006
126,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.2,0.5066,2.81,39.07,42.28,0.2099,0.2413,0.8098
126,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",6.19,0.4161,2.75,32.8,36.19,0.1887,0.3893,0.8418
126,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",11.85,0.6939,2.68,32.54,35.44,0.3643,0.5063,0.8838
126,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",11.47,0.643,2.77,34.0,36.62,0.3373,0.5146,0.9301
126,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.16,0.5024,3.43,52.46,66.89,0.1746,0.8616,0.0418
126,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",9.39,0.5139,3.39,50.82,63.24,0.1848,0.8801,0.0395
126,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.7,0.4821,3.47,43.65,49.6,0.1993,0.8809,0.0545
126,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",7.47,0.4365,3.37,47.37,55.43,0.1578,0.8878,0.0383
126,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",2.5,0.2241,3.82,69.82,108.67,0.0358,0.85,0.0548
126,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-3.51,-0.0016,4.26,81.79,152.71,-0.0429,0.9011,0.0479
126,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",0.03,0.124,3.88,74.77,124.95,0.0004,0.818,0.0558
126,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-0.12,0.125,3.97,75.37,126.82,-0.0016,0.8404,0.0559
126,0.5,0,PTO-MVO,PTO-MVO (LB=252),6.52,0.4522,2.54,37.72,40.92,0.1729,0.1223,0.1354
126,0.5,0,PTO-MVO,PTO-MVO (LB=504),5.94,0.4164,2.56,38.86,42.46,0.1528,0.1188,0.0852
126,0.5,0,DFL-MVO,DFL-MVO (LB=252),6.31,0.3764,3.34,40.95,44.25,0.1542,1.0,0.6882
126,0.5,0,DFL-MVO,DFL-MVO (LB=504),8.67,0.4972,2.92,40.95,44.25,0.2117,1.0,0.4301
126,0.5,0,Benchmark,EW,10.03,0.5517,3.14,42.38,47.66,0.2368,0.0333,0.0367
126,0.5,0,Benchmark,GMV (LB=252),7.19,0.4961,2.5,35.43,38.36,0.2029,0.1123,0.1352
126,0.5,0,Benchmark,hist-MVO (LB=252),12.83,0.7242,2.88,35.3,38.35,0.3634,0.1718,0.4051
126,0.5,0,Benchmark,GMV (LB=504),6.41,0.4476,2.53,36.33,39.41,0.1765,0.1137,0.0841
126,0.5,0,Benchmark,hist-MVO (LB=504),8.57,0.5357,2.78,34.7,37.69,0.247,0.1423,0.2351
126,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",5.22,0.3786,2.58,30.45,32.77,0.1715,0.2791,0.6595
126,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",10.39,0.6423,2.67,27.45,29.46,0.3786,0.3903,0.8399
126,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",3.83,0.2904,2.79,32.87,35.89,0.1166,0.5003,0.7064
126,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",4.88,0.3377,2.88,34.7,37.44,0.1405,0.6592,0.8006
126,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.68,0.4816,2.82,39.1,42.3,0.1965,0.2413,0.8098
126,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",5.66,0.3892,2.75,32.91,36.34,0.172,0.3893,0.8418
126,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",11.27,0.6658,2.68,32.58,35.47,0.3458,0.5063,0.8838
126,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",10.85,0.6153,2.77,34.02,36.64,0.3191,0.5146,0.9301
126,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.13,0.5013,3.43,52.52,67.01,0.1739,0.8616,0.0418
126,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",9.37,0.5129,3.39,50.88,63.37,0.1841,0.8801,0.0395
126,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.66,0.4807,3.47,43.71,49.72,0.1982,0.8809,0.0545
126,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",7.45,0.4355,3.37,47.42,55.52,0.1571,0.8878,0.0383
126,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",2.47,0.2228,3.82,69.85,108.76,0.0354,0.85,0.0548
126,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-3.54,-0.0027,4.26,81.8,152.77,-0.0432,0.9011,0.0479
126,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",0.0,0.1226,3.88,74.79,125.05,0.0,0.818,0.0558
126,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-0.15,0.1237,3.97,75.39,126.89,-0.002,0.8404,0.0559
126,0.5,5,PTO-MVO,PTO-MVO (LB=252),6.44,0.4476,2.54,37.74,40.94,0.1705,0.1223,0.1354
126,0.5,5,PTO-MVO,PTO-MVO (LB=504),5.88,0.4135,2.56,38.87,42.47,0.1514,0.1188,0.0852
126,0.5,5,DFL-MVO,DFL-MVO (LB=252),5.88,0.3591,3.35,40.95,44.25,0.1436,1.0,0.6882
126,0.5,5,DFL-MVO,DFL-MVO (LB=504),8.39,0.4852,2.92,40.95,44.25,0.2049,1.0,0.4301
126,0.5,5,Benchmark,EW,10.01,0.5507,3.14,42.38,47.66,0.2362,0.0333,0.0367
126,0.5,5,Benchmark,GMV (LB=252),7.1,0.4914,2.5,35.43,38.36,0.2004,0.1123,0.1352
126,0.5,5,Benchmark,hist-MVO (LB=252),12.56,0.7117,2.88,35.32,38.37,0.3555,0.1718,0.4051
126,0.5,5,Benchmark,GMV (LB=504),6.36,0.4447,2.53,36.34,39.41,0.175,0.1137,0.0841
126,0.5,5,Benchmark,hist-MVO (LB=504),8.42,0.5282,2.78,34.71,37.7,0.2426,0.1423,0.2351
126,0.5,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",4.81,0.3562,2.59,30.47,32.79,0.1579,0.2791,0.6595
126,0.5,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.84,0.6143,2.67,27.47,29.48,0.3583,0.3903,0.8399
126,0.5,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",3.4,0.269,2.79,32.89,35.91,0.1033,0.5003,0.7064
126,0.5,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",4.38,0.314,2.88,34.73,37.46,0.1261,0.6592,0.8006
126,0.5,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.16,0.4565,2.82,39.12,42.32,0.1831,0.2413,0.8098
126,0.5,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",5.13,0.3623,2.75,33.02,36.49,0.1555,0.3893,0.8418
126,0.5,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",10.68,0.6375,2.68,32.62,35.51,0.3275,0.5063,0.8838
126,0.5,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",10.24,0.5876,2.77,34.03,36.66,0.301,0.5146,0.9301
126,0.5,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.1,0.5002,3.43,52.57,67.14,0.1732,0.8616,0.0418
126,0.5,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",9.34,0.5118,3.39,50.94,63.49,0.1834,0.8801,0.0395
126,0.5,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.63,0.4793,3.47,43.78,49.84,0.1971,0.8809,0.0545
126,0.5,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",7.43,0.4345,3.37,47.47,55.62,0.1564,0.8878,0.0383
126,0.5,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",2.44,0.2214,3.82,69.87,108.85,0.0349,0.85,0.0548
126,0.5,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-3.56,-0.0037,4.26,81.81,152.84,-0.0435,0.9011,0.0479
126,0.5,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",-0.03,0.1213,3.88,74.82,125.15,-0.0004,0.818,0.0558
126,0.5,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-0.19,0.1224,3.97,75.41,126.97,-0.0025,0.8404,0.0559
126,0.5,10,PTO-MVO,PTO-MVO (LB=252),6.35,0.443,2.54,37.76,40.96,0.1682,0.1223,0.1354
126,0.5,10,PTO-MVO,PTO-MVO (LB=504),5.83,0.4107,2.56,38.88,42.48,0.15,0.1188,0.0852
126,0.5,10,DFL-MVO,DFL-MVO (LB=252),5.45,0.3418,3.35,40.95,44.25,0.133,1.0,0.6882
126,0.5,10,DFL-MVO,DFL-MVO (LB=504),8.11,0.4731,2.92,40.95,44.25,0.1982,1.0,0.4301
126,0.5,10,Benchmark,EW,9.99,0.5497,3.14,42.39,47.67,0.2356,0.0333,0.0367
126,0.5,10,Benchmark,GMV (LB=252),7.02,0.4867,2.5,35.44,38.37,0.198,0.1123,0.1352
126,0.5,10,Benchmark,hist-MVO (LB=252),12.29,0.6992,2.88,35.33,38.38,0.3477,0.1718,0.4051
126,0.5,10,Benchmark,GMV (LB=504),6.31,0.4418,2.53,36.34,39.42,0.1736,0.1137,0.0841
