x_max,lam,tc_bps,group,label,Ann.Ret(%),Sharpe,CVaR(5%)(%),MDD(%),MDD_abs(%),Calmar,HHI,MaxW,Turnover
1.0,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.24,0.4784,2.58,37.69,40.66,0.1922,0.3895,1.0,0.5365
1.0,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",6.23,0.4327,2.47,34.62,37.22,0.1801,0.5269,1.0,0.5609
1.0,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",4.97,0.3732,2.44,33.41,36.37,0.1488,0.5886,1.0,0.4684
1.0,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",9.03,0.554,2.77,35.4,38.44,0.2551,0.6224,1.0,0.7083
1.0,0.3,5,DFL-MVO,DFL-MVO (LB=252),12.81,0.6694,3.09,36.33,44.28,0.3527,1.0,1.0,0.7312
1.0,0.3,5,DFL-MVO,DFL-MVO (LB=504),11.8,0.6954,2.71,27.07,29.11,0.4361,1.0,1.0,0.3871
1.0,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.41,0.1689,4.25,77.47,116.35,0.0053,0.7131,1.0,0.0758
1.0,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.6,0.2099,4.43,77.47,116.35,0.0207,0.8027,1.0,0.0707
1.0,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.56,0.1384,4.23,77.47,116.35,-0.0073,0.7263,1.0,0.0848
1.0,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.23,0.1522,4.38,77.47,116.35,-0.0029,0.7347,1.0,0.0892
1.0,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",6.04,0.3417,4.58,77.47,116.35,0.078,0.7402,1.0,0.0815
1.0,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.4,0.2385,4.67,77.47,116.35,0.031,0.8189,1.0,0.0885
1.0,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",2.95,0.2545,4.66,77.47,116.35,0.0381,0.8231,1.0,0.0951
1.0,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.94,0.2226,4.51,77.47,116.35,0.025,0.7293,1.0,0.0882
1.0,0.3,5,PTO-MVO,PTO-MVO (LB=252),7.46,0.5003,2.57,36.03,39.19,0.2072,0.1865,0.3826,0.0803
1.0,0.3,5,PTO-MVO,PTO-MVO (LB=504),5.69,0.3983,2.63,37.39,40.7,0.1521,0.186,0.3097,0.0545
1.0,0.3,5,Benchmark,EW,11.87,0.6531,3.02,38.73,42.74,0.3066,0.1,0.1,0.0327
1.0,0.3,5,Benchmark,GMV (LB=252),7.86,0.5241,2.56,34.81,37.83,0.2259,0.1792,0.3623,0.0797
1.0,0.3,5,Benchmark,hist-MVO (LB=252),11.32,0.6724,2.77,33.63,36.71,0.3366,0.2261,0.4886,0.2701
1.0,0.3,5,Benchmark,GMV (LB=504),6.38,0.4371,2.61,36.15,39.3,0.1765,0.1838,0.2967,0.0531
1.0,0.3,5,Benchmark,hist-MVO (LB=504),7.63,0.4887,2.76,33.62,36.45,0.227,0.1979,0.4077,0.1495
1.0,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",9.33,0.6126,2.46,32.08,34.49,0.2908,0.4065,0.8775,0.4664
1.0,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.78,0.5099,2.56,34.9,37.64,0.2231,0.5873,1.0,0.5516
1.0,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.26,0.4225,2.62,36.52,39.31,0.1713,0.6215,1.0,0.5571
1.0,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",4.7,0.3486,2.59,33.43,36.04,0.1406,0.8149,1.0,0.3241
1.0,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.9,0.4608,2.58,37.72,40.69,0.183,0.3895,1.0,0.5365
1.0,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",5.88,0.4137,2.47,34.64,37.23,0.1698,0.5269,1.0,0.5609
1.0,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",4.68,0.3567,2.44,33.48,36.46,0.1398,0.5886,1.0,0.4684
1.0,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.57,0.5316,2.77,35.44,38.49,0.2419,0.6224,1.0,0.7083
1.0,0.3,10,DFL-MVO,DFL-MVO (LB=252),12.32,0.6492,3.1,36.45,44.44,0.3381,1.0,1.0,0.7312
1.0,0.3,10,DFL-MVO,DFL-MVO (LB=504),11.55,0.6829,2.71,27.07,29.11,0.4266,1.0,1.0,0.3871
1.0,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.37,0.1674,4.25,77.47,116.35,0.0047,0.7131,1.0,0.0758
1.0,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.56,0.2086,4.43,77.47,116.35,0.0201,0.8027,1.0,0.0707
1.0,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.61,0.1368,4.23,77.47,116.35,-0.0079,0.7263,1.0,0.0848
1.0,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.28,0.1506,4.38,77.47,116.35,-0.0036,0.7347,1.0,0.0892
1.0,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",5.99,0.3402,4.58,77.47,116.35,0.0773,0.7402,1.0,0.0815
1.0,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.35,0.237,4.67,77.47,116.35,0.0303,0.8189,1.0,0.0885
1.0,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",2.89,0.2528,4.66,77.47,116.35,0.0373,0.8231,1.0,0.0951
1.0,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.89,0.221,4.51,77.47,116.35,0.0243,0.7293,1.0,0.0882
1.0,0.3,10,PTO-MVO,PTO-MVO (LB=252),7.41,0.4976,2.57,36.03,39.19,0.2058,0.1865,0.3826,0.0803
1.0,0.3,10,PTO-MVO,PTO-MVO (LB=504),5.65,0.3965,2.63,37.4,40.7,0.1512,0.186,0.3097,0.0545
1.0,0.3,10,Benchmark,EW,11.85,0.6522,3.02,38.73,42.74,0.306,0.1,0.1,0.0327
1.0,0.3,10,Benchmark,GMV (LB=252),7.81,0.5214,2.56,34.82,37.84,0.2244,0.1792,0.3623,0.0797
1.0,0.3,10,Benchmark,hist-MVO (LB=252),11.14,0.6638,2.77,33.64,36.72,0.3311,0.2261,0.4886,0.2701
1.0,0.3,10,Benchmark,GMV (LB=504),6.34,0.4353,2.61,36.15,39.31,0.1755,0.1838,0.2967,0.0531
1.0,0.3,10,Benchmark,hist-MVO (LB=504),7.54,0.4839,2.76,33.62,36.46,0.2241,0.1979,0.4077,0.1495
1.0,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",8.72,0.5798,2.46,32.11,34.51,0.2718,0.4065,0.8775,0.4664
1.0,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.08,0.473,2.56,34.92,37.65,0.2028,0.5873,1.0,0.5516
1.0,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",5.55,0.3864,2.62,36.58,39.37,0.1518,0.6215,1.0,0.5571
1.0,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",4.3,0.3268,2.59,33.43,36.04,0.1285,0.8149,1.0,0.3241
1.0,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.22,0.4254,2.58,37.78,40.74,0.1647,0.3895,1.0,0.5365
1.0,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",5.18,0.3757,2.47,34.67,37.27,0.1493,0.5269,1.0,0.5609
1.0,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",4.1,0.3235,2.45,33.62,36.66,0.1219,0.5886,1.0,0.4684
1.0,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.66,0.4867,2.78,35.52,38.59,0.2158,0.6224,1.0,0.7083
1.0,0.3,20,DFL-MVO,DFL-MVO (LB=252),11.35,0.6086,3.1,36.71,44.77,0.3092,1.0,1.0,0.7312
1.0,0.3,20,DFL-MVO,DFL-MVO (LB=504),11.03,0.6578,2.71,27.15,29.11,0.4064,1.0,1.0,0.3871
1.0,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.28,0.1646,4.25,77.47,116.35,0.0036,0.7131,1.0,0.0758
1.0,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.48,0.206,4.43,77.47,116.35,0.019,0.8027,1.0,0.0707
1.0,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.71,0.1336,4.23,77.47,116.35,-0.0092,0.7263,1.0,0.0848
1.0,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.38,0.1472,4.38,77.47,116.35,-0.005,0.7347,1.0,0.0892
1.0,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",5.89,0.3373,4.58,77.47,116.35,0.076,0.7402,1.0,0.0815
1.0,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.24,0.2339,4.67,77.47,116.35,0.0289,0.8189,1.0,0.0885
1.0,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",2.78,0.2495,4.66,77.47,116.35,0.0358,0.8231,1.0,0.0951
1.0,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.78,0.2179,4.51,77.47,116.35,0.023,0.7293,1.0,0.0882
1.0,0.3,20,PTO-MVO,PTO-MVO (LB=252),7.31,0.4921,2.57,36.04,39.2,0.2029,0.1865,0.3826,0.0803
1.0,0.3,20,PTO-MVO,PTO-MVO (LB=504),5.59,0.3929,2.63,37.4,40.71,0.1494,0.186,0.3097,0.0545
1.0,0.3,20,Benchmark,EW,11.81,0.6503,3.02,38.73,42.74,0.3049,0.1,0.1,0.0327
1.0,0.3,20,Benchmark,GMV (LB=252),7.71,0.5159,2.56,34.82,37.85,0.2214,0.1792,0.3623,0.0797
1.0,0.3,20,Benchmark,hist-MVO (LB=252),10.78,0.6465,2.77,33.66,36.75,0.3203,0.2261,0.4886,0.2701
1.0,0.3,20,Benchmark,GMV (LB=504),6.28,0.4318,2.61,36.15,39.31,0.1736,0.1838,0.2967,0.0531
1.0,0.3,20,Benchmark,hist-MVO (LB=504),7.35,0.4744,2.76,33.64,36.47,0.2184,0.1979,0.4077,0.1495
1.0,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",7.53,0.5139,2.46,32.15,34.55,0.234,0.4065,0.8775,0.4664
1.0,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",5.68,0.3992,2.57,34.96,37.69,0.1626,0.5873,1.0,0.5516
1.0,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",4.16,0.3141,2.62,36.69,39.49,0.1135,0.6215,1.0,0.5571
1.0,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",3.5,0.283,2.59,33.43,36.04,0.1045,0.8149,1.0,0.3241
1.0,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",4.88,0.3546,2.59,38.06,41.09,0.1281,0.3895,1.0,0.5365
1.0,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",3.78,0.2995,2.48,34.74,37.34,0.1089,0.5269,1.0,0.5609
1.0,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",2.95,0.257,2.45,33.9,37.05,0.0869,0.5886,1.0,0.4684
1.0,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",5.86,0.3967,2.8,35.67,38.8,0.1643,0.6224,1.0,0.7083
1.0,0.3,40,DFL-MVO,DFL-MVO (LB=252),9.42,0.5268,3.11,37.21,45.43,0.2532,1.0,1.0,0.7312
1.0,0.3,40,DFL-MVO,DFL-MVO (LB=504),10.01,0.6071,2.73,27.44,29.49,0.3648,1.0,1.0,0.3871
1.0,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.09,0.1588,4.25,77.47,116.35,0.0012,0.7131,1.0,0.0758
1.0,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.31,0.2008,4.43,77.47,116.35,0.0168,0.8027,1.0,0.0707
1.0,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.92,0.1272,4.23,77.47,116.35,-0.0118,0.7263,1.0,0.0848
1.0,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.6,0.1406,4.38,77.47,116.35,-0.0077,0.7347,1.0,0.0892
1.0,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",5.68,0.3316,4.58,77.47,116.35,0.0733,0.7402,1.0,0.0815
1.0,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.02,0.2277,4.67,77.47,116.35,0.0261,0.8189,1.0,0.0885
1.0,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",2.54,0.2428,4.66,77.47,116.35,0.0328,0.8231,1.0,0.0951
1.0,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.57,0.2115,4.51,77.47,116.35,0.0202,0.7293,1.0,0.0882
1.0,0.3,40,PTO-MVO,PTO-MVO (LB=252),7.11,0.4812,2.57,36.05,39.21,0.1971,0.1865,0.3826,0.0803
1.0,0.3,40,PTO-MVO,PTO-MVO (LB=504),5.45,0.3857,2.63,37.41,40.72,0.1457,0.186,0.3097,0.0545
1.0,0.3,40,Benchmark,EW,11.72,0.6465,3.02,38.74,42.75,0.3026,0.1,0.1,0.0327
1.0,0.3,40,Benchmark,GMV (LB=252),7.51,0.5051,2.56,34.84,37.86,0.2154,0.1792,0.3623,0.0797
1.0,0.3,40,Benchmark,hist-MVO (LB=252),10.07,0.6118,2.77,33.71,36.79,0.2989,0.2261,0.4886,0.2701
1.0,0.3,40,Benchmark,GMV (LB=504),6.14,0.4247,2.61,36.17,39.32,0.1699,0.1838,0.2967,0.0531
1.0,0.3,40,Benchmark,hist-MVO (LB=504),6.96,0.4553,2.76,33.66,36.5,0.2069,0.1979,0.4077,0.1495
1.0,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",7.87,0.5343,2.45,30.97,33.28,0.2543,0.3412,0.8146,0.5163
1.0,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",8.14,0.5257,2.6,33.17,36.15,0.2453,0.4312,0.8418,0.5536
1.0,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",2.61,0.2293,3.02,42.34,49.7,0.0617,0.5181,1.0,0.6561
1.0,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.26,0.385,2.44,33.1,35.58,0.1588,0.731,1.0,0.4328
1.0,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.83,0.4517,2.65,39.16,42.23,0.1743,0.3029,0.7616,0.5518
1.0,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.86,0.5114,2.49,36.13,38.89,0.2175,0.4662,1.0,0.6405
1.0,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",2.09,0.2054,2.59,33.38,36.04,0.0627,0.5346,1.0,0.6389
1.0,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.69,0.4679,2.9,42.33,46.01,0.1817,0.5013,1.0,0.6747
1.0,0.5,0,DFL-MVO,DFL-MVO (LB=252),9.81,0.5691,2.83,33.83,38.87,0.2899,1.0,1.0,0.4731
1.0,0.5,0,DFL-MVO,DFL-MVO (LB=504),11.3,0.5954,3.22,42.38,46.84,0.2666,1.0,1.0,0.5161
1.0,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.46,0.1703,4.25,77.47,116.35,0.0059,0.7131,1.0,0.0758
1.0,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.65,0.2112,4.43,77.47,116.35,0.0213,0.8027,1.0,0.0707
1.0,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.51,0.14,4.23,77.47,116.35,-0.0066,0.7263,1.0,0.0848
1.0,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.17,0.1539,4.38,77.47,116.35,-0.0022,0.7347,1.0,0.0892
1.0,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",6.09,0.3431,4.58,77.47,116.35,0.0786,0.7402,1.0,0.0815
1.0,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.45,0.2401,4.67,77.47,116.35,0.0317,0.8189,1.0,0.0885
1.0,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",3.01,0.2561,4.66,77.47,116.35,0.0388,0.8231,1.0,0.0951
1.0,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.99,0.2242,4.51,77.47,116.35,0.0257,0.7293,1.0,0.0882
1.0,0.5,0,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,2.57,36.02,39.18,0.2086,0.1865,0.3826,0.0803
1.0,0.5,0,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,2.63,37.39,40.7,0.1531,0.186,0.3097,0.0545
1.0,0.5,0,Benchmark,EW,11.9,0.6541,3.02,38.73,42.74,0.3072,0.1,0.1,0.0327
1.0,0.5,0,Benchmark,GMV (LB=252),7.91,0.5268,2.56,34.81,37.83,0.2274,0.1792,0.3623,0.0797
1.0,0.5,0,Benchmark,hist-MVO (LB=252),11.5,0.6811,2.77,33.62,36.7,0.342,0.2261,0.4886,0.2701
1.0,0.5,0,Benchmark,GMV (LB=504),6.41,0.4388,2.61,36.14,39.3,0.1774,0.1838,0.2967,0.0531
1.0,0.5,0,Benchmark,hist-MVO (LB=504),7.73,0.4935,2.76,33.61,36.44,0.2299,0.1979,0.4077,0.1495
1.0,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",7.54,0.5162,2.45,30.98,33.28,0.2435,0.3412,0.8146,0.5163
1.0,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.78,0.5075,2.6,33.19,36.16,0.2345,0.4312,0.8418,0.5536
1.0,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",2.21,0.2097,3.02,42.83,50.53,0.0517,0.5181,1.0,0.6561
1.0,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",4.99,0.37,2.44,33.15,35.62,0.1504,0.731,1.0,0.4328
1.0,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.48,0.4339,2.65,39.19,42.25,0.1653,0.3029,0.7616,0.5518
1.0,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.45,0.4903,2.49,36.17,38.92,0.206,0.4662,1.0,0.6405
1.0,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",1.71,0.1842,2.59,33.4,36.06,0.0511,0.5346,1.0,0.6389
1.0,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.26,0.4481,2.9,42.36,46.04,0.1714,0.5013,1.0,0.6747
1.0,0.5,5,DFL-MVO,DFL-MVO (LB=252),9.5,0.5551,2.83,33.9,38.96,0.2802,1.0,1.0,0.4731
1.0,0.5,5,DFL-MVO,DFL-MVO (LB=504),10.96,0.5814,3.22,42.38,46.84,0.2585,1.0,1.0,0.5161
1.0,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.41,0.1689,4.25,77.47,116.35,0.0053,0.7131,1.0,0.0758
1.0,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.6,0.2099,4.43,77.47,116.35,0.0207,0.8027,1.0,0.0707
1.0,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.56,0.1384,4.23,77.47,116.35,-0.0073,0.7263,1.0,0.0848
1.0,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.23,0.1522,4.38,77.47,116.35,-0.0029,0.7347,1.0,0.0892
1.0,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",6.04,0.3417,4.58,77.47,116.35,0.078,0.7402,1.0,0.0815
1.0,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.4,0.2385,4.67,77.47,116.35,0.031,0.8189,1.0,0.0885
1.0,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",2.95,0.2545,4.66,77.47,116.35,0.0381,0.8231,1.0,0.0951
1.0,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.94,0.2226,4.51,77.47,116.35,0.025,0.7293,1.0,0.0882
1.0,0.5,5,PTO-MVO,PTO-MVO (LB=252),7.46,0.5003,2.57,36.03,39.19,0.2072,0.1865,0.3826,0.0803
1.0,0.5,5,PTO-MVO,PTO-MVO (LB=504),5.69,0.3983,2.63,37.39,40.7,0.1521,0.186,0.3097,0.0545
1.0,0.5,5,Benchmark,EW,11.87,0.6531,3.02,38.73,42.74,0.3066,0.1,0.1,0.0327
1.0,0.5,5,Benchmark,GMV (LB=252),7.86,0.5241,2.56,34.81,37.83,0.2259,0.1792,0.3623,0.0797
1.0,0.5,5,Benchmark,hist-MVO (LB=252),11.32,0.6724,2.77,33.63,36.71,0.3366,0.2261,0.4886,0.2701
1.0,0.5,5,Benchmark,GMV (LB=504),6.38,0.4371,2.61,36.15,39.3,0.1765,0.1838,0.2967,0.0531
1.0,0.5,5,Benchmark,hist-MVO (LB=504),7.63,0.4887,2.76,33.62,36.45,0.227,0.1979,0.4077,0.1495
1.0,0.5,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",7.21,0.498,2.45,30.99,33.29,0.2328,0.3412,0.8146,0.5163
1.0,0.5,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.43,0.4892,2.6,33.2,36.17,0.2237,0.4312,0.8418,0.5536
1.0,0.5,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",1.82,0.1901,3.02,43.31,51.35,0.0419,0.5181,1.0,0.6561
1.0,0.5,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",4.72,0.355,2.44,33.19,35.68,0.1421,0.731,1.0,0.4328
1.0,0.5,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.13,0.4161,2.65,39.24,42.28,0.1562,0.3029,0.7616,0.5518
1.0,0.5,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.04,0.4691,2.49,36.2,38.96,0.1946,0.4662,1.0,0.6405
1.0,0.5,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",1.32,0.163,2.59,33.42,36.08,0.0395,0.5346,1.0,0.6389
1.0,0.5,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",6.83,0.4283,2.9,42.39,46.07,0.1612,0.5013,1.0,0.6747
1.0,0.5,10,DFL-MVO,DFL-MVO (LB=252),9.19,0.5409,2.83,33.96,39.06,0.2706,1.0,1.0,0.4731
1.0,0.5,10,DFL-MVO,DFL-MVO (LB=504),10.62,0.5675,3.22,42.38,46.84,0.2505,1.0,1.0,0.5161
1.0,0.5,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.37,0.1674,4.25,77.47,116.35,0.0047,0.7131,1.0,0.0758
1.0,0.5,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.56,0.2086,4.43,77.47,116.35,0.0201,0.8027,1.0,0.0707
1.0,0.5,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.61,0.1368,4.23,77.47,116.35,-0.0079,0.7263,1.0,0.0848
1.0,0.5,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.28,0.1506,4.38,77.47,116.35,-0.0036,0.7347,1.0,0.0892
1.0,0.5,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",5.99,0.3402,4.58,77.47,116.35,0.0773,0.7402,1.0,0.0815
1.0,0.5,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.35,0.237,4.67,77.47,116.35,0.0303,0.8189,1.0,0.0885
1.0,0.5,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",2.89,0.2528,4.66,77.47,116.35,0.0373,0.8231,1.0,0.0951
1.0,0.5,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.89,0.221,4.51,77.47,116.35,0.0243,0.7293,1.0,0.0882
1.0,0.5,10,PTO-MVO,PTO-MVO (LB=252),7.41,0.4976,2.57,36.03,39.19,0.2058,0.1865,0.3826,0.0803
1.0,0.5,10,PTO-MVO,PTO-MVO (LB=504),5.65,0.3965,2.63,37.4,40.7,0.1512,0.186,0.3097,0.0545
1.0,0.5,10,Benchmark,EW,11.85,0.6522,3.02,38.73,42.74,0.306,0.1,0.1,0.0327
1.0,0.5,10,Benchmark,GMV (LB=252),7.81,0.5214,2.56,34.82,37.84,0.2244,0.1792,0.3623,0.0797
1.0,0.5,10,Benchmark,hist-MVO (LB=252),11.14,0.6638,2.77,33.64,36.72,0.3311,0.2261,0.4886,0.2701
1.0,0.5,10,Benchmark,GMV (LB=504),6.34,0.4353,2.61,36.15,39.31,0.1755,0.1838,0.2967,0.0531
1.0,0.5,10,Benchmark,hist-MVO (LB=504),7.54,0.4839,2.76,33.62,36.46,0.2241,0.1979,0.4077,0.1495
1.0,0.5,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",6.56,0.4615,2.45,31.01,33.31,0.2115,0.3412,0.8146,0.5163
1.0,0.5,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",6.72,0.4526,2.61,33.24,36.2,0.2023,0.4312,0.8418,0.5536
1.0,0.5,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",1.02,0.1509,3.02,44.26,53.0,0.0231,0.5181,1.0,0.6561
1.0,0.5,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",4.18,0.325,2.44,33.28,35.8,0.1256,0.731,1.0,0.4328
1.0,0.5,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",5.44,0.3804,2.66,39.36,42.4,0.1381,0.3029,0.7616,0.5518
1.0,0.5,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",6.23,0.4267,2.5,36.26,39.02,0.1718,0.4662,1.0,0.6405
1.0,0.5,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",0.55,0.1205,2.59,33.46,36.11,0.0165,0.5346,1.0,0.6389
1.0,0.5,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",5.98,0.3886,2.91,42.45,46.13,0.1408,0.5013,1.0,0.6747
1.0,0.5,20,DFL-MVO,DFL-MVO (LB=252),8.58,0.5125,2.83,34.1,39.25,0.2516,1.0,1.0,0.4731
1.0,0.5,20,DFL-MVO,DFL-MVO (LB=504),9.94,0.5395,3.22,42.38,46.84,0.2345,1.0,1.0,0.5161
1.0,0.5,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.28,0.1646,4.25,77.47,116.35,0.0036,0.7131,1.0,0.0758
1.0,0.5,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.48,0.206,4.43,77.47,116.35,0.019,0.8027,1.0,0.0707
